store,title,review,rating,date,bank_name
Apple,فاعل خير,لماذا لا يمكن فتح حساب عن طريق التطبيق بدل ما نروح للفرع؟,,2024-10-29T01:18:42-07:00,Sohar International
Apple,Amazing!!,Amazing!!,,2024-10-14T03:35:44-07:00,Sohar International
Apple,Good application,Fast and good,,2024-10-12T23:09:59-07:00,Sohar International
Apple,Beyond banking,The only banking app in Oman providing beyond banking services.,,2024-10-12T22:54:44-07:00,Sohar International
Apple,Application,This application is the best bank app in oman,,2024-10-12T22:49:46-07:00,Sohar International
Apple,Best App in banking sector,I’m amazed about the extra services outside the banking which gives me the ability to enjoy seamless experience.,,2024-10-12T22:48:37-07:00,Sohar International
Apple,Poor banking,"Poor banking applications in this advanced world using this bank services and bank work hour timings are like early 2000’s ! when you want to transfer. bank will say outside working hours, does Thursday 12pm is outside working hours? Poor services i would like to quit using this bank.",,2024-08-29T04:30:51-07:00,Sohar International
Apple,Well done !!,"SI well done super app very user friendly !!! And quick loving it !!! 

Beneficiary Adding super quick payment online I would say best in oman for me . 

Excellent service guys !!!!",,2024-06-03T22:56:57-07:00,Sohar International
Apple,The best banking application,Very user friendly application,,2024-05-22T23:16:29-07:00,Sohar International
Apple,Great app with loads of features,"Latest update have nice new features , easy to use",,2024-05-18T19:37:51-07:00,Sohar International
Apple,App Rating,Amazing app and amazing features.,,2024-05-18T05:57:34-07:00,Sohar International
Apple,؟؟؟,"Entering the program has become difficult for a person, and it is unfortunate that I have to wait for a period in vain to enter the program. Things have become more complicated to enter the program. I have an iPhone 13 phone, bro. I find it difficult to enter the program.",,2024-04-24T10:23:27-07:00,Sohar International
Apple,Always stuck,"I can’t login to the app always fail , I tried to delete it and installed again but no use, it always says to me your phone not meeting the minimum security requirement! Iam using iphone 14pro max and not jailbreaking ! So what else i need to provide???",,2024-04-23T11:51:34-07:00,Sohar International
Apple,Minimum security requirements error,"Dear developers
Hope you are doing well
When i open the app it shows an error that my mobile phone does not meet the Minimum security requirements.

My phone is Iphone 15 pro max 
IOS 17.4.1",,2024-04-22T12:26:20-07:00,Sohar International
Apple,حسابات الاطفال,لماذا لا يوجد ربط بين حسابات الاطفال وولي الامر لتسهيل المعاملات المالية الالكترونيه واهمها تحويل الاموال,,2024-04-17T22:26:04-07:00,Sohar International
Apple,Wealth Management Customer Unable to Register,"Unfortunately, I opened VIP account and always my ID Number being rejected to register for this app. Call center unable to support.",,2024-03-21T08:58:43-07:00,Sohar International
Apple,App not opening in the Philippines,Why?,,2024-01-22T07:34:37-07:00,Sohar International
Apple,Bad app,"I can’t recharge my prebaid card pay use app
Already i call central number but still issue not solve",,2024-01-04T02:57:26-07:00,Sohar International
Apple,تحويلات بنكيه بدون رسوم,البنك متميز من ناحيه التحويلات بدون رسوم و هذا ما جعلني افتح حسابات لي و لاهلي في البنك اتمنى استمرار هذه الميزه,,2023-12-11T06:14:42-07:00,Sohar International
Apple,WORST APP,This is the worst mbanking application!!!! I transferred money to my bank Muscat account it has been 15 days I still haven't gotten my money in my bank muscat account (this has happened to me multiple times before!) I have been trying to transfer money to another account and it doesnt work! My work keeps on getting delayed because of how BAD THIS APPLICATION IS!,,2023-11-11T10:21:53-07:00,Sohar International
Apple,خدمته سيئه جدا,لا يوجد خدمة عملاء و بطاقه تشكل و اقل حاجه إذا عندك مشكله تجلس ٣ ايام عشان تنحل,,2023-09-19T07:57:16-07:00,Sohar International
Apple,Worst ever bank,I’ll send my money to india it  take 4 days ! Reallly this app is sucks ! Even after  recieving msg of successful transaction from my side but receiver still not got any notifications or money ? IM GOING BANK RIGHT NOW TO REFUND MY MONEY AND CLOSE THIS BANK,,2023-09-03T02:39:30-07:00,Sohar International
Apple,Very bad option,"Pls don’t share customer care number when you know that the call is not free….. waiting long time to pick a call, this means sohar bank is working as agent to telecom companies.

Not even having free CC call",,2023-08-29T12:05:06-07:00,Sohar International
Apple,Problem to to previous page with Back arrow in iphone 14,"I'm using iPhone 14 and I have a hard time going from the back button to the previous page, I have to press the back button repeatedly.  Hope Bank Sohar will fix this problem.",,2023-04-03T21:07:33-07:00,Sohar International
Apple,مشكلة عدم فتح ايقونة البطاقات في التطبيق,"توجد مشكله عند فتح ايقونه البطاقات في اسفل التطبيق .. لايمكن رؤية البطاقات الائتمانية ودفع المستحقات 

ارجو حل المشكله ولكم جزيل الشكر",,2023-03-07T05:19:54-07:00,Sohar International
Apple,I cannot register my account in app,I cannot register my account on app,,2023-01-24T03:21:16-07:00,Sohar International
Apple,International transfer,Been asking for the last 3 month to rectify the glitch in the app for international transfer. Very bad response. Still waiting,,2022-12-22T00:29:41-07:00,Sohar International
Apple,التطبيق ما عليه كلام,اعجبني سلاسة و سرعة و البساطة في اتمام المعاملات بس حاجه وحدة ناقصنه لو يضيفو البطاقة الالكترونية اي الدفع عن طريق التطبيق في المحلات و نتمنى لكم التوفيق و التطور,,2022-11-24T04:59:56-07:00,Sohar International
Apple,Update the Layout,"I am facing  troubles while using the app. The new update iOS 16 isn’t friendly with your app. Kindly , improve the layout to go along with the new update .",,2022-11-21T02:11:25-07:00,Sohar International
Apple,One of the Best,"There is a lot of enhancements and functionalities within the App. I’m happy I can extract my Banking Statement in PDF.

Looking for more enhancements and services.",,2022-10-17T00:34:45-07:00,Sohar International
Apple,Paying through app using virtual card,Need to see option in sohar app that customers can pay any transactions through app by scanning digital card in sohar app . Most of banks in GCC they are using it . No need to use your actual cards only though digital card through app.,,2022-09-01T15:14:48-07:00,Sohar International
Apple,Wafaa8989,Very smooth and helpful app,,2022-08-07T21:51:08-07:00,Sohar International
Apple,Excellent and easy use app,Smooth and comprehensive app covering most important transactions and activities,,2022-08-07T21:46:12-07:00,Sohar International
Apple,Excellent app,Excellent app,,2022-07-21T08:37:42-07:00,Sohar International
Apple,Prepaid card,Prepaid card not working in the application,,2022-04-13T03:46:54-07:00,Sohar International
Apple,Best Mobile banking in Oman,"The best applications in banking services that I have used until this moment. Ease of transfers, ease of receiving money, ease of managing transfers and scheduling transfers, ease of account statements, and speed of transferring to any local bank simultaneously without waiting for an immediate and fast transfer. I recommend that you do not wait.",,2022-03-03T08:05:00-07:00,Sohar International
Apple,Ø³ÙŠØ¡,Ø³ÙŠØ¡ Ø¬Ø¯Ø§ØŒ Ø­Ø§ÙˆÙ„Øª ÙƒÙ… Ù…Ø±Ø© Ø§Ø³Ø¬Ù„ Ù�ÙŠÙ‡ ÙˆÙ…Ø§ ØµØ§Ø± ÙˆØªÙˆØ§ØµÙ„Øª Ù…Ø¹ Ø§Ù„Ø¨Ù†Ùƒ ÙˆÙ…Ø§ ØªØºÙŠØ± Ø´ÙŠ,,2022-02-07T23:29:05-07:00,Sohar International
Apple,ÙƒØ«ÙŠØ± Ù…Ù† Ø§Ù„Ø®Ø¯Ù…Ø§Øª Ù„Ø§ÙŠÙˆÙ�Ø±Ù‡Ø§ Ø§Ù„ØªØ·Ø¨ÙŠÙ‚,"Ù¡- ÙƒØ´Ù� Ø­Ø³Ø§Ø¨ Ù…Ù�ØµÙ„
Ù¢- â€¦.
Ù£-â€¦..",,2021-12-26T01:49:05-07:00,Sohar International
Apple,Login issues and limited transaction,"The app has limited features as well it has a technical issues especially when you try to login into the app. 
Technical team at call center is not responding to calls to understand customer issues and learn from their experiences.",,2021-07-28T19:07:04-07:00,Sohar International
Apple,Poor performance,"After this new updated app, more bugs, crashing several times & more over that unable to transfer money to India via India remittance.. error showing â€˜something went wrong please try againâ€™. I had tried several times on last three months, uninstalled & reinstalled the app but the result was same. Need to fix these bugs",,2021-07-01T08:54:10-07:00,Sohar International
Apple,.,Ø¨Ø¹Ø¯ Ø§Ù„ØªØ­Ø¯ÙŠØ« Ø§Ù„Ø£Ø®ÙŠØ± Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù… ÙŠÙ�ØªØ­ Ø¹Ù†Ø¯ÙŠ . !!!!,,2021-06-28T23:34:52-07:00,Sohar International
Apple,Application,Fix your application please:),,2021-06-26T06:03:22-07:00,Sohar International
Apple,Update,"After last update, I canâ€™t transfer money.
The previous version better than now.",,2021-06-23T09:41:47-07:00,Sohar International
Apple,ØªØ·Ø¨ÙŠÙ‚ Ù�Ø§Ø´Ù„,Ø¨Ù†Ùƒ ØªØ·Ø¨ÙŠÙ‚Ù‡ ØªØ¹Ø¨Ø§Ù† ØŒ ÙˆØ¯Ø§Ø¦Ù…Ø§ Ù…Ø§ ÙŠØ´ØªØºÙ„ Ùˆ ÙŠØ¹Ù…Ù„ ÙƒØ±Ø§Ø´ ØŒ Ù…Ø§ Ø§Ù†ØµØ­ Ù�ÙŠÙ‡ Ø§Ø¨Ø¯,,2021-06-02T03:15:29-07:00,Sohar International
Apple,A major disappointment,"I canâ€™t access the app, had to uninstall then install back, when i was able to access the app i found out Iâ€™m unable to access credit cards details!! 
This issue exists on both IOS and android.
Call center were no help. All what they say is send complaints email with a screen shot.. I said how can i send screenshots if something that is not opening to begin with?? His response was its the only way.... This is a major disappointment",,2021-05-17T21:15:15-07:00,Sohar International
Apple,Ù†Ø±Ø¬Ùˆ Ø¥Ø¶Ø§Ù�Ø© Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©,Ø§Ù„Ø±Ø¬Ø§Ø¡ Ø¥Ø¶Ø§Ù�Ø© Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ© Ù�ÙŠ Ø§Ù„ØªØ­Ø¯ÙŠØ« Ø§Ù„Ù‚Ø§Ø¯Ù…,,2021-05-09T12:31:55-07:00,Sohar International
Apple,Credit card not responding,After last update I canâ€™t check my credit card details or make a payment for Visa card balance I contacted customer service many times but nothing changed,,2021-05-02T14:00:17-07:00,Sohar International
Apple,Prepaid card transfer,Prepaid card transfer not working,,2021-04-29T02:45:15-07:00,Sohar International
Apple,The worst bank application I ever have seen,"My journey with this bank has been miserable ever since I chose to team up with it. Nothing I am proud of it with the Bank Sohar. Speaking with the application, I have not been able to sign in for over a month and when spoke with the call centre, I was told to wait for the new upgrade. Accidentally, I found a message sent by the bank to enjoy the new features. What I expected to be a new and fresh start was nothing but the same app failure I faced before.",,2021-04-27T23:23:11-07:00,Sohar International
Apple,Ø³ÙŠØ¡,"Ù„Ù„Ø£Ø³Ù� Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ ÙˆØ§Ø³ØªÙ…Ø§Ø¹ÙƒÙ… Ù„Ù„Ø¹Ù…Ù„Ø§Ø¡ Ø³ÙŠØ¡ Ø¬Ø¯Ø§Ù‹ ØŒ Ù¡Ù¢ Ø¨Ù„Ø§Øº Ø¨Ø§Ù„Ø§ØªØµØ§Ù„ ÙˆÙ¤ Ø¥ÙŠÙ…ÙŠÙ„Ø§Øª ÙˆØ§Ù„Ø¢Ù† Ø´Ù‡Ø± ÙƒØ§Ù…Ù„ ÙˆÙ†Ù�Ø³ Ø§Ù„Ù…Ø´ÙƒÙ„Ø© ÙˆÙ†Ù�Ø³ Ø§Ù„Ø±Ø¯( ØªÙ… ØªØ³Ø¬ÙŠÙ„ Ø§Ù„Ø¨Ù„Ø§Øº) Ù†Ù�Ø³ÙŠ Ø­Ø¯ ÙŠÙ‚ÙˆÙ„ (ØªÙ… Ø­Ù„ Ø§Ù„Ù…Ø´ÙƒÙ„Ø©)
Ù„Ù… ÙŠØªØ­Ø±Ùƒ Ù�ÙŠÙƒÙ… Ø³Ø§ÙƒÙ†ØŒ Ø¹Ù†Ø¯ Ù…Ø­Ø§ÙˆÙ„Ø© Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø§Ù„Ù‰ Ø§Ù„ØªØ·Ø¨ÙŠÙ‚ ÙŠØ·Ù„Ø¹Ù„ÙŠ Ø¥Ø´Ø¹Ø§Ø± *Ù‡Ø°Ø§ Ø§Ù„Ø­Ø³Ø§Ø¨ Ù…Ø³Ø¬Ù„ Ù�ÙŠ Ø¬Ù‡Ø§Ø² Ø¢Ø®Ø±ØŒ Ù‡Ù„ ØªÙˆØ¯ ØªØºÙŠÙŠØ± Ø§Ù„Ø¬Ù‡Ø§Ø²ØŸ*Ø§Ø¶ØºØ· Ù†Ø¹Ù… 
ÙŠÙ‚ÙˆÙ… Ø§Ù„ØªØ·Ø¨ÙŠÙ‚ ÙŠØ±Ø³Ù„ Ø±Ù…Ø² Ø§Ù„OTP Ø¹Ù„Ù‰ Ø±Ù‚Ù…ÙŠ Ø§Ù„Ù‚Ø¯ÙŠÙ…
ÙˆÙ‡Ø°Ø§ Ø§Ù„Ø±Ù‚Ù… Ù…Ù„ØºÙŠ Ù…Ù† Ø³Ù†ØªÙŠÙ†!

Ù„Ù„Ø¹Ù„Ù… Ù„Ø§ ÙŠÙˆØ¬Ø¯ Ù…Ø¹ÙŠ Ø¬Ù‡Ø§Ø² Ø¢Ø®Ø±
Ø£Ø±Ø¬Ùˆ Ø£Ù† ØªØ³ØªÙ…Ø¹ÙˆØ§ Ø¥Ù„Ù‰ Ø§Ù„Ø¹Ù…Ù„Ø§Ø¡
Ù„Ø£Ù† Ø§Ù„Ù†Ù‚Ø¯ ÙŠØ­Ø³Ù† Ø§Ù„Ø¬ÙˆØ¯Ø© ÙˆØ¨Ø§Ù„ØªØ§Ù„ÙŠ Ø³ÙŠØªØ­Ø³Ù† Ø§Ù„Ø±Ø¨Ø­ Ù„Ø¯ÙŠÙƒÙ… ÙˆÙ‡Ùˆ Ù‡Ø¯Ù�ÙƒÙ…..",,2021-04-27T17:29:10-07:00,Sohar International
Apple,Pre paid can not transfer money,"After the last update I canâ€™t transfer money into my prepaid card 
Very disappointed 
Would you please fix this issue",,2021-04-27T11:39:55-07:00,Sohar International
Apple,Bad Support,The updates should come with improvements but here so many features were lost in the last update I cannot manage my cards please fix this issue,,2021-04-25T19:23:17-07:00,Sohar International
Apple,Old version is better,"Missing card payment 
We canâ€™t send money to visa or prepaid cards like old version.",,2021-04-25T12:52:28-07:00,Sohar International
Apple,bad update not support,"From last update before 2 weeks or more, canâ€™t login to app and when asked the call center only reply we didnâ€™t have any information about dad line for issue solving",,2021-04-25T05:22:31-07:00,Sohar International
Apple,Ù…Ø³Ù‚Ø·Ø§ÙˆÙŠ,Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù…Ø§ ÙŠØ¯Ø¹Ù… Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ© Ù„ÙŠØ´ØŸØŸ,,2021-04-22T10:25:21-07:00,Sohar International
Apple,Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©,Ù„ÙŠØ´ Ù…Ø§ ÙŠØµÙŠØ± Ø¹Ø±Ø¨ÙŠ,,2021-04-21T07:26:37-07:00,Sohar International
Apple,Very very bad,Felt very bad service from Sohar.Intl. App doesnâ€™t work properly. I transferred my money to India through this app and money deducted from my account but not transferred after 20 days. Now daily I am begging for my money to customer service but no any response. Poor service . Hate Sohar.Intl,,2021-04-20T02:59:55-07:00,Sohar International
Apple,Ù…Ø§ ØªØ­Ø³Ùˆ,Ù…Ø§ ØªØ­Ø³Ùˆ Ø§Ù†ØªÙˆØŸØŸ,,2021-04-17T23:56:46-07:00,Sohar International
Apple,Ø§Ù�Ø´Ù„ ØªØ·Ø¨ÙŠÙ‚,Ø§ÙˆÙ„ Ù…Ø±Ù‡ Ø§Ø´ÙˆÙ� ØªØ·Ø¨ÙŠÙ‚ Ø¨Ù†Ùƒ Ø¨Ø¯ÙˆÙ† Ù„ØºØ© Ø¹Ø±Ø¨ÙŠØ© ÙˆÙ„Ø§ Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù„Ù„ÙˆØ§Ù�Ø¯ÙŠÙ† Ù�Ù‚Ø·ØŸ,,2021-04-15T07:17:21-07:00,Sohar International
Apple,Ù„ÙŠØ´ Ù…Ø§Ø´ÙŠ Ø¹Ø±Ø¨ÙŠ,ØªÙ†Ù‚ØµÙ‡ Ø§Ù„Ù„ØºÙ‡ Ø§Ù„Ø¹Ø±Ø¨ÙŠÙ‡,,2021-04-14T17:16:34-07:00,Sohar International
Apple,Ø¨Ø±Ù†Ø§Ù…Ø¬ Ø³ÙŠØ¦ Ù„Ø§ÙŠÙˆØ¬Ø¯ Ø¨Ù‡ Ù„ØºØ© Ø¹Ø±Ø¨ÙŠØ© ÙˆÙ„Ø§ ÙŠÙˆØ¬Ø¯ Ø¨Ù‡ Ø¨ØµÙ…Ø© Ø§Ù„Ø¹ÙŠÙ† Ø§Ùˆ Ø§Ù„ÙˆØ¬Ù‡ Ø³ÙŠØ¦ Ù�ÙˆÙ‚ Ø§Ù„Ø®ÙŠØ§Ù„,Ø¨Ø±Ù†Ø§Ù…Ø¬ Ø³ÙŠØ¦ ÙˆÙ„Ø§ ÙŠØ³ØªØ§Ù‡Ù„ ÙˆÙ„Ø§ Ù†Ø¬Ù…Ø©,,2021-04-13T22:31:05-07:00,Sohar International
Apple,Ø¯ÙˆÙ† Ø§Ù„Ù…Ø³ØªÙˆÙ‰,ØªØ­Ø¯ÙŠØ« Ù�Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø§Ø´Ù„ ÙˆØ£Ø¹Ø·Ø§Ù„ ÙƒØ«ÙŠØ±Ù‡ Ù„Ø§ ØªØ¹Ø¯ ÙˆÙ„Ø§ ØªØ­ØµÙ‰,,2021-04-11T00:40:58-07:00,Sohar International
Apple,Not working after the latest update!!!!,Please fix the problem,,2021-04-10T07:25:16-07:00,Sohar International
Apple,Ø§Ù„Ù„ØºØ©,Ø¨Ø±Ù†Ø§Ù…Ø¬ ÙŠØ­ØªØ§Ø¬ Ø§Ù„Ù‰ Ø¯Ø¹Ù… Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©,,2021-04-09T10:24:01-07:00,Sohar International
Apple,Poor performance,"The okâ€™d app was much user friendly, the nÃ©w is very bad and most of the features not working specially transfer money option on pending and call center not even able to help . Please go back to old app",,2021-04-09T04:03:54-07:00,Sohar International
Apple,App update issues,The new app update doesnâ€™t work!! Thinking about shifting to another bank.,,2021-04-08T12:36:16-07:00,Sohar International
Apple,Indian remittance is not workingğŸ‘�,Bad service,,2021-04-08T00:32:45-07:00,Sohar International
Apple,Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù„Ø§ ÙŠØ¯Ø¹Ù… Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©,"Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù„Ø§ ÙŠØ¯Ø¹Ù… Ø§Ù„Ù„ØºØ© Ø§Ù„Ø¹Ø±Ø¨ÙŠØ©

Ù„Ø§ ÙŠÙ…ÙƒÙ†Ù†ÙŠ ØªØºÙŠÙŠØ± Ø§Ù„Ù„ØºØ©",,2021-04-07T12:08:11-07:00,Sohar International
Apple,Ø§Ø®Ø± ØªØ­Ø¯ÙŠØ«,Ø§Ø®Ø± ØªØ­Ø¯ÙŠØ« Ù…Ø§Ù�ÙŠÙ‡ Ø¥Ù„Ø§ Ø§Ù„Ù„ØºÙ‡ Ø§Ù„Ø§Ù†Ø¬Ù„ÙŠØ²ÙŠÙ‡ Ø¨Ø³,,2021-04-06T22:13:13-07:00,Sohar International
Apple,Ø§Ù„ØªØ­Ø¯ÙŠØ«Ø§Øª Ø§Ù„Ø§Ø®ÙŠØ±Ø© ğŸ˜�,ØµØ¹Ø¨ Ø¬Ø¯Ø§ Ù�ÙŠ ØªØ­ÙˆÙŠÙ„Ù‡ Ø§Ù„Ù‰ Ø§Ù„Ù„ØºÙ‡ Ø§Ù„Ø¹Ø±Ø¨ÙŠÙ‡,,2021-04-06T11:23:37-07:00,Sohar International
Apple,Ù…Ù† Ø¬ÙŠØ¯  Ø¥Ù„Ù‰ Ø§Ù„Ø§Ø³ÙˆØ§Ø¡ Ø§Ø³ÙˆØ¡ Ø¨Ø¹Ø¯ ØªØºÙŠØ± Ø§Ù„Ù„ØºØ© Ù…Ù† Ø¹Ø±Ø¨ÙŠ Ø§Ù„Ù‰ Ø§Ù†Ø¬Ù„ÙŠØ²ÙŠ ÙˆØ§Ù„Ù†Ø¸Ø§Ù… Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬,Ù�ÙŠ Ø¬Ù…ÙŠØ¹ Ø§Ù†ÙˆØ§Ø¹ Ù‡Ø§ØªÙ�  Ø§ÙŠÙ�ÙˆÙ† Ù„Ø§ÙŠØ¹Ù…Ù„ Ø§Ø±Ø¬ÙˆÙ‡ ØªØ­Ø¯ÙŠØ« Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬,,2021-04-06T09:03:03-07:00,Sohar International
Apple,App and website isnâ€™t working,The app and website isnt working been a week. This is a struggle. Please fix this problem its becoming an issue,,2021-04-06T01:08:23-07:00,Sohar International
Apple,Cant execute payments.,Since the update its very slow and cant make payments..it will just buffer and go off..,,2021-04-05T12:27:23-07:00,Sohar International
Apple,Ø³Ø¦ Ø¬Ø¯Ù‹Ø§,Ø³Ø¦ Ø¬Ø¯Ø§ ÙˆÙ„Ø§ ÙŠØ´ØªØºÙ„ Ù�ÙŠ Ø§ÙŠÙ�ÙˆÙ† 12 ÙˆÙ†ØªÙˆØ§ØµÙ„ Ù…Ø¹ Ø§Ù„Ø¨Ù†Ùƒ Ø¨Ø¯ÙˆÙ† Ù�Ø§Ø¦Ø¯Ø©,,2021-04-05T08:03:55-07:00,Sohar International
Apple,ØªØ·Ø¨ÙŠÙ‚ Ø³Ø¦. ØµØ¹Ø¨ Ø§Ù„Ø¯Ø®ÙˆÙ„ Ø§Ù„Ù‰ Ø§Ù„ØªØ·Ø¨ÙŠÙ‚ Ù…Ø¹Ù‚Ø¯,ØªØ·Ø¨ÙŠÙ‚ Ø³Ø¦ Ù…Ø¹Ù‚Ø¯,,2021-04-05T04:33:36-07:00,Sohar International
Apple,Ø§Ù„ØªØ·Ø¨ÙŠÙ‚ Ù„Ø§ ÙŠØ¹Ù…Ù„,Ø§Ù„ØªØ·Ø¨ÙŠÙ‚ Ù„Ø§ ÙŠØ¹Ù…Ù„,,2021-04-04T08:57:45-07:00,Sohar International
Apple,Mobile apps,Very bad update it was working fine with Face ID in iPhone 11,,2021-04-04T07:39:44-07:00,Sohar International
Apple,Cant open app,I cant open the app after the last update,,2021-04-03T23:54:09-07:00,Sohar International
Apple,The app have problem,"What happen I canâ€™t open the app ??????
Why no one cares!!!!!!!!!!",,2020-10-30T17:32:47-07:00,Sohar International
Apple,Ù… ÙŠØ´ØªØºÙ„ Ù� Ø§ÙŠÙ�ÙˆÙ† 6 Ù„ÙŠØ´ØŸØŸØŸ,Ù„ÙŠØ´ Ù… ÙŠÙ�ØªØ­ ØŸ Ù� Ø§ÙŠÙ�ÙˆÙ† 6,,2020-10-25T10:43:25-07:00,Sohar International
Apple,dont update,after updating app is not working,,2020-10-19T04:18:10-07:00,Sohar International
Apple,I phone 6  not get,"I phone 6 still not get, very poor service",,2020-10-19T01:16:07-07:00,Sohar International
Apple,Ø¨Ù†Ùƒ ØµØ­Ø§Ø±,Ù‡Ù„ Ù‡Ù†Ùƒ Ù…Ø´ÙƒÙ„Ø© Ù�ÙŠ Ø§Ù„Ø¨Ø±Ù†Ø§Ù…Ø¬ Ù…Ø§Ø±Ø§Ø¶ÙŠ ÙŠÙ�ØªØ­,,2020-10-13T12:54:36-07:00,Sohar International
Apple,App is not working in i phone 6,New update is not working in i phone 6 and Iâ€™m facing this problem after installation of new update.,,2020-10-07T08:21:08-07:00,Sohar International
Google,,all too difficult. bb,1.0,2025-08-12,Sohar International
Google,,I love this app,5.0,2025-08-11,Sohar International
Google,,I noted your apologies but what happend after ? I feel guilty for opned a account in sohar international. back office service so.bad they are taking 3 to 4 weeks time for small paper work. after complaints there is not replay of emails....,1.0,2025-08-04,Sohar International
Google,,ممتازة,5.0,2025-08-04,Sohar International
Google,,"dear sohar international bank please add the mobile number change option in this apps,",1.0,2025-08-02,Sohar International
Google,,very good aap,5.0,2025-07-30,Sohar International
Google,,went to the bank to change the new number since the number I used first is not active but still I can't access my account without OTP number which is being send in the old number this is draining 😭.,1.0,2025-07-25,Sohar International
Google,,good,5.0,2025-07-18,Sohar International
Google,,very good,5.0,2025-07-16,Sohar International
Google,,nice app,5.0,2025-07-14,Sohar International
Google,,"dear sohar bank team, Will you clarify why all the time the app dose not work? I just had enough I am moving to bank muscat instead..in critical times we want to transfer through the app and it say maintenance or doesn't work at all..",1.0,2025-07-10,Sohar International
Google,,"Sohar Bank is improved a lot within the last year and achieved international standards. As an indian, i have experienced many benefits like there's no service fee for the international transfer to India and will be credited instantly , faster than any other bank in Oman. The mob app of Sohar bank is excellent, very easy and user friendly. The beneficieries via mob app can be added with minimum details and avtivated immediately.",5.0,2025-07-04,Sohar International
Google,,still this bank services 1950 year . to much take time if need any service from Branch,1.0,2025-06-12,Sohar International
